,Unnamed: 0,tweet_id,text,tweet_city,tweet_latitude,tweet_longitude,city,code,country
2983,2983,431373261512126464,@JackoTaylorGang not a problem for u mate,belfast-nirr3-gb,54.3965683,-5.761890900000001,belfast,nirr3,gb
2984,2984,523260278125785088,G,laoag-0128-ph,18.187922,120.654672,laoag,0128,ph
2985,2985,509335159628238848,"Again (with @ristuaulia, @raracalistaa, and @ulfianatslsptr at Oui Cafe) — https://t.co/aNRiY4dhVC",surabaya-08-id,-7.26043,112.74957,surabaya,08,id
2986,2986,566699405646888960,Sometimes you just have to accept the apology you never got.,fort collins-co069-us,40.576638,-105.100085,fort collins,co069,us
2987,2987,485920948403838976,"I'm at South Austin Sno (Austin, TX) http://t.co/lQhhC0H9mu",austin-tx453-us,30.21791923,-97.79604099,austin,tx453,us
2988,2988,287705292362358784,@onedirection Come to dominican republic @zaynmalik @NiallOfficial @Real_Liam_Payne @Louis_Tomlinson @Harry_Styles please !,santo domingo-34-do,18.49043,-69.91795,santo domingo,34,do
2989,2989,386096114812063744,"I'm at GetBUILT CrossFit (Chattanooga, TN) http://t.co/MVs31PkwnT",chattanooga-tn065-us,35.03755869,-85.31066566,chattanooga,tn065,us
2990,2990,336489854747693056,I'm so bored... Wtf have I drawn?.. http://t.co/rOApSa1MkQ,city of london-enggla-gb,51.4360657,-0.12716480000000002,city of london,enggla,gb
2991,2991,506602574834073600,Home is where I want to be but I guess I'm already thereeee,chicago-il031-us,41.69948400000001,-87.771854,chicago,il031,us
2992,2992,368485838377598976,"Survived all day dept ""retreat.  Newsletter almost done! Colleagues in biology planning cool things for classes  #inquiry @SouthwesternU",round rock-tx491-us,30.64038106,-97.68375669,round rock,tx491,us
2993,2993,433265169372688384,#np  Peace Train....,bekasi-30-id,-6.2575778,106.9212395,bekasi,30,id
2994,2994,417198254502080512,Ngemil :$ (at @jcoindonesia) — https://t.co/RJXro0R42e,medan-26-id,3.58339,98.6735,medan,26,id
2995,2995,396152386227798016,Selesai sudah! (@ Masjid Negeri w/ 8 others) [pic]: http://t.co/161Vr6ZVjn,seremban-05-my,2.72223278,101.94252491,seremban,05,my
2996,2996,296476278356312064,Fui,vila velha-08-br,-20.369326,-40.3132764,vila velha,08,br
2997,2997,391333751789465600,Great people in my old stomping grounds! @ Urth Caffé http://t.co/x5Qoiy5r5m,los angeles-ca037-us,34.04194416,-118.23521347,los angeles,ca037,us
2998,2998,403705023517192192,Man in tired of a lot of stuff,warren-mi099-us,42.4734428,-83.17012787,warren,mi099,us
2999,2999,336973839617622016,"I'm at Copper Canyon Apartments - @equityres (Highlands Ranch, CO) http://t.co/l5B88Gtur9",highlands ranch-co035-us,39.56616528,-104.94759679,highlands ranch,co035,us
3000,3000,327342442745577472,Test! 123,bandung-30-id,-6.85777,107.55159,bandung,30,id
3001,3001,574832207161851904,Pusingggggg!! @ Rancamaya Golf And Country Club https://t.co/lVKJvcEaUr,sukabumi-30-id,-6.659746000000001,106.822502,sukabumi,30,id
3002,3002,671806491347820544,"Good service, good food, and I like the layout - #soporo on tap #Granville (@ Urban Sushi in Vancouver, BC) https://t.co/97g1h7YdFw",vancouver-02-ca,49.28414177,-123.11603308,vancouver,02,ca
3003,3003,323151938466222080,"""@Tonye_A: Eu amo gêmeos !""Do u think, 4 one second, that anybody understands that asIdes the Brazilians.....?""",lagos-05-ng,6.50781,3.3871800000000003,lagos,05,ng
3004,3004,658395984343494656,#silentsavasana @foxtailatsls with draygardner #iamtonearmz @ SLS Las Vegas Hotel &amp; Casino https://t.co/UsmRyMdrme,las vegas-nv003-us,36.14238421,-115.15638483,las vegas,nv003,us
3005,3005,681345177366081536,Rutinitas anak kost lah (with Niken at @royal_plazasby) — https://t.co/LBJK0Oo4ub,surabaya-08-id,-7.31033,112.73444,surabaya,08,id
3006,3006,496117095609147392,I'm at shopping https://t.co/wIA52BfC2B,montes claros-15-br,-16.740448999999998,-43.86273,montes claros,15,br
3007,3007,536380530858921984,Toc toc,rio cuarto-05-ar,-33.13635900000001,-64.33837,rio cuarto,05,ar
3008,3008,407987965739409408,I'm at Gate 20 w/ @atilalobo http://t.co/xCnjU7psZU,crawley-engp6-gb,51.15498936,-0.16925812,crawley,engp6,gb
3009,3009,487518902574792704,Bereeees 🙌 (at Samsung office) — https://t.co/vd08FgTq3O,bandung-30-id,-6.8875600000000015,107.61362,bandung,30,id
3010,3010,545854595680182272,@BoaSorteDEH_ pois venha meesmoo!! 😍😍,sao paulo-27-br,-23.565462,-46.645389,sao paulo,27,br
3011,3011,322657283433701376,@NelvisLim she dunno how to create,kuala lumpur-14-my,3.0819715,101.6848016,kuala lumpur,14,my
3012,3012,486597875322089472,HabaMorray-;) http://t.co/YstoWRXREv,lausanne-vd-ch,46.51137743,6.62528441,lausanne,vd,ch
3013,3013,411400719703351296,Caw,palembang-32-id,-2.9649631000000003,104.8146136,palembang,32,id
3014,3014,431090141671997440,@linkzelda97 @Jamie3Knight pissing it down here,gloucester-enge6-gb,51.81834671,-2.49677638,gloucester,enge6,gb
3015,3015,345590915605331968,@dreedreeee ohhhhh ok lol,los angeles-ca037-us,34.04725313,-118.27816485,los angeles,ca037,us
3016,3016,498618205469163520,"""Awoken by the sun...good morning, everyone""",palm bay-fl009-us,27.787734000000004,-80.493219,palm bay,fl009,us
3017,3017,517075563144835072,@kkrwxo imma be a lost cause 🙆 but if anything id go there next year.,toms river-nj029-us,39.424725,-74.62956899999998,toms river,nj029,us
3018,3018,407356425095364608,Dulces *asfgahajaja*&lt;3,ibague-28-co,4.43607125,-75.17086125,ibague,28,co
3019,3019,551401558240292864,Handsome gak dia nie.,alor setar-02-my,6.4042650000000005,100.134314,alor setar,02,my
3020,3020,570034464274821120,“@SavageFunnys: SAVAGE AF http://t.co/UlIoxM2yqe” I'm weak 😂😂,roseville-ca061-us,38.899132,-121.277241,roseville,ca061,us
3021,3021,484479617659453440,I would like it if you would text me back.,tacoma-wa053-us,47.1095633,-122.4023023,tacoma,wa053,us
3022,3022,435517548390395904,A little necessary pampering before the big show tomorrow with @austinwolfey,los angeles-ca037-us,34.01810851,-118.39889346,los angeles,ca037,us
3023,3023,353539369228976128,@Mpepjay don't be tooo sure!!!!!,owerri-28-ng,5.4784668,7.0652795,owerri,28,ng
3024,3024,376531641747132416,@RealJaredKirk lol you know we won right?,topeka-ks177-us,38.97286898,-95.2431443,topeka,ks177,us
3025,3025,498608608985489408,If you're not watching this tournament you're an idiot,dallas-tx113-us,32.798891999999995,-96.800763,dallas,tx113,us
3026,3026,304063032177352704,Trying not to make lights so i can be with you longer,overland park-ks091-us,38.88366404,-94.77952246,overland park,ks091,us
3027,3027,412605894229491712,Let your Present learn from the Past and prepare you for your Future!!,atlanta-ga121-us,33.3172086,-84.26523185,atlanta,ga121,us
3028,3028,354257681650941952,@treenieb1 sarcasm isn't nice mother,worcester-engq4-gb,52.14051149,-2.2212925,worcester,engq4,gb
3029,3029,327866806121410560,What was eastenders about ? Who the fuck wrote that? #tvcritic,harlow-enge4-gb,51.87656978,0.17705976,harlow,enge4,gb
3030,3030,483969028168634368,@Morganlp you know the real answer to that question don't act like you don't :),akron-oh153-us,41.0603757,-81.45142259999999,akron,oh153,us
3031,3031,498381717887934464,100,seremban-05-my,2.734163,101.992095,seremban,05,my
3032,3032,554657638588624896,basketball games still on 🔊,south bel air-md025-us,40.024417,-76.309921,south bel air,md025,us
3033,3033,431899088863236096,#amandaknox the Supreme Court believed multiple attackers because in Rudy's case he didn't dispute it.  Considerable solo evidence ignored.,anaheim-ca059-us,33.78541206,-117.77185762,anaheim,ca059,us
3034,3034,419147100186619904,It's a miracle that I'm actually up &amp; going this early 😴,riverside-ca065-us,34.13616371,-117.59342138,riverside,ca065,us
3035,3035,380190802938724352,I regret everything,queenstown-05-za,-31.91976,26.842340000000004,queenstown,05,za
3036,3036,511802891099598848,bdmd 😪😪 (at @gwkbali) — https://t.co/Hun3WEEM99,denpasar-02-id,-8.8076,115.16372,denpasar,02,id
3037,3037,398375971402698752,Just posted a photo — https://t.co/d5pgLNxxnY,jakarta-04-id,-6.1656,106.84171,jakarta,04,id
3038,3038,294191217531576320,“@DanJamesGiles: People who have no social life so complain about promoters #getalife” gay,newcastle upon tyne-engi7-gb,54.9999144,-1.61113141,newcastle upon tyne,engi7,gb
3039,3039,373823807716614144,@o_Ordy happy birthday to my dearest,abuja-11-ng,9.02295947,7.46823641,abuja,11,ng
3040,3040,294171533436395520,“@natanyap: @chrissierraSOS @myrnasierra I have to say that truffle mac is the PERFECT way to eat naughty.”  Nice.  ;),round rock-tx491-us,30.398481800000006,-97.69603717,round rock,tx491,us
3041,3041,377422541356531712,"Mann. I guess I have to get dressed. Landlord always knocks on my door when I'm naked, I swear.",grand rapids-mi081-us,42.6610341,-85.282239,grand rapids,mi081,us
3042,3042,572303754860494848,Forget the Asian chick that won't let me get on the poker table,las vegas-nv003-us,36.101687,-115.173847,las vegas,nv003,us
3043,3043,552698449855262720,Iswear http://t.co/LwzYy5duwk,evansville-in163-us,37.9422,-87.525327,evansville,in163,us
3044,3044,293878381035003904,@brittshaw_ 😬,leeds-engh3-gb,53.8046195,-1.54526848,leeds,engh3,gb
3045,3045,497828912756719616,@But1D_  sdv?,curitiba-18-br,-25.531455,-49.28744,curitiba,18,br
3046,3046,487997837511114752,@wilw evil mastermind detected,san jose-08-cr,9.9382745,-84.1045807,san jose,08,cr
3047,3047,497224090118520832,@SavannahPhill16 I'm the worst at high fives... I avoid them at all costs😂,gainesville-fl001-us,29.100254,-82.114807,gainesville,fl001,us
3048,3048,437645889210167296,Aaaaaaaand we're back #stronggirlsclub @hannahsneden @Maddie_Min,orlando-fl095-us,28.59681314,-81.35035048,orlando,fl095,us
3049,3049,339031615416188928,@landoncassill  I have raised $660 for the Relay For Life toward the goal of $1000. Support me with a donation.,lawrenceville-ga135-us,34.16524399,-83.7412023,lawrenceville,ga135,us
3050,3050,487835388010979328,http://t.co/5jp6C4Tj7m,saitama-34-jp,35.84650463,139.30756119,saitama,34,jp
3051,3051,510194677518442496,- When Henny In Ya System😏 Ain't No Telling Where Things Will Go 😈,worcester-ma027-us,42.255614,-71.814864,worcester,ma027,us
3052,3052,414893165678968832,@bigsodTheElder #acecult,bridgewater-nj035-us,40.61387771,-74.72914912,bridgewater,nj035,us
3053,3053,569112103446925312,"With selma, Anisa, and Adella at Veloce Cafe — https://t.co/19jgKKUNnN",banjarmasin-12-id,-3.31576,114.59931,banjarmasin,12,id
3054,3054,409216712110665728,Happy birthday girl!! 😘🎉🎈 @marisacourts,phoenix-az013-us,33.0725347,-112.03298977,phoenix,az013,us
3055,3055,515505148429611008,"To get Fifa or not, that is the question",cork-m04-ie,51.821812,-8.38032,cork,m04,ie
3056,3056,487763791380103168,@sad89k @udhe_2407 @farhatabbaslaw benar itu hehehe maklum om farhat,mataram-17-id,-8.5841489,116.09078390000002,mataram,17,id
3057,3057,401011110116995072,@Samyoool159 that works,indianapolis-in097-us,39.77418616,-86.17607989,indianapolis,in097,us
3058,3058,487420860806856704,What the heck I am in Niagara Falls and I cannot tweet.,buffalo-ny029-us,43.05169832,-78.99060815,buffalo,ny029,us
3059,3059,391545396402864128,Such a good training session! It was just,manchester-engi2-gb,53.48424786,-2.2020507,manchester,engi2,gb
3060,3060,337512644351254528,"so i do love you, so i do love you~",bandung-30-id,-6.8845306,107.6120481,bandung,30,id
3061,3061,496125945594793984,"Ngv (@ Plaza Tol Juru in Perai, Penang w/ 2 others) https://t.co/9TMVbErfOl",george town-09-my,5.32391,100.436711,george town,09,my
3062,3062,376352096208973824,Yang penting happy \m/ (with Inud and CHIKA RAMANDA at @momentocafe) — https://t.co/Hk76eWmm6M,melati-00-id,-7.75842,110.39191,melati,00,id
3063,3063,387714667302629376,"This bitch......“@_kate_lester: “@partiers: I love when stories start out with ""So this bitch""” @heather_19xx this reminded me of u!”",mentor-oh085-us,41.6027511,-81.47827562,mentor,oh085,us
3064,3064,435760331525484544,"I'm not even sure what I'm watching, but it's amazing. #twitchplayspokemon http://t.co/JCv6I2WW3j",dublin-l33-ie,53.400636,-6.1665654000000005,dublin,l33,ie
3065,3065,484072056976584704,What's going on with the US defense? #USAvsBEL #WorldCup,buffalo-ny029-us,42.96623237,-78.74093623,buffalo,ny029,us
3066,3066,535668220833701888,Watching @ScandalABC in Las Vegas. Lol. Still addicted to it. #TGIT,las vegas-nv003-us,36.124716,-115.177437,las vegas,nv003,us
3067,3067,434208778703994880,Happy Valentine's day to @DarrenCriss @chriscolfer,melbourne-07-au,-37.6449873,145.0404169,melbourne,07,au
3068,3068,503384499401392128,Happy bday cloud9lktra  #gummyworms #gummybears #vodka @ Forster Pj's http://t.co/Vxru0nG7Kx,manhattan-ny061-us,40.800409,-73.948813,manhattan,ny061,us
3069,3069,370937681800224768,g.nite ;),banjarmasin-12-id,-3.3470035000000005,114.551796,banjarmasin,12,id
3070,3070,513501575701336064,It's a perfect night for #beersbee @ LTSS http://t.co/myCeK6Oh1z,columbia-sc079-us,34.04195,-81.04095600000002,columbia,sc079,us
3071,3071,509080225532379136,@BBUKLive That was a nasty comment from Gary about afraid of their freedom being taken away. Not nice BB. Not nice.,harlow-enge4-gb,51.6031,0.179252,harlow,enge4,gb
3072,3072,483459428562518016,Deixou,belo horizonte-15-br,-19.90175226,-43.91290152,belo horizonte,15,br
3073,3073,575951821874790400,"I'm at Playground in Salvador, BA https://t.co/G41JjRKkvD",salvador-05-br,-12.929855,-38.487423,salvador,05,br
3074,3074,297843080567083008,"Lol bwooy, that match was sad",kingston-17-jm,17.9759,-76.86718,kingston,17,jm
3075,3075,346956681755910144,Level after 7 - driving it beautifully - 40yds into 7 @ 415yds @EvansRyan9   5 makeable birdie putts - 1 birdie 😩😩😩🔫🔫🔫 #gethotputter,margate-engg5-gb,51.28968276,1.40265604,margate,engg5,gb
3076,3076,359055570835214336,Aipaaapai,florianopolis-26-br,-27.5853765,-48.6142254,florianopolis,26,br
3077,3077,394963254927044608,You comfortable Kayla? http://t.co/OZCn2HpWe5,indianapolis-in097-us,39.83626258,-86.17470087,indianapolis,in097,us
3078,3078,531076158335762432,When do you take the SAT's ?,staten island-ny085-us,40.568238,-74.11160100000002,staten island,ny085,us
3079,3079,530377349490290688,Con Valentin.,santiago del estero-22-ar,-27.735798,-64.243635,santiago del estero,22,ar
3080,3080,658102617948618752,With CA at @humasunisba — https://t.co/YNi9pQnawl,bandung-30-id,-6.8990300000000016,107.61253,bandung,30,id
3081,3081,370510823384305664,"Samisami wakil:)""@apriliachndr: Oke thankyou sekertaris=))""@ViniSMowilos: Udah yah wakil haha""@apriliachndr: @ViniSMowilos sekertaris fol",cikupa-30-id,-6.0322597999999985,106.0461703,cikupa,30,id
3082,3082,533169405459693568,bom diaa,santa maria-23-br,-29.727071,-53.80396800000001,santa maria,23,br
3083,3083,353639445217554432,@Kayvontavie dat royal dragon huh???xooo annoying...dat dragon na copy nd paste...LMAO,owerri-28-ng,5.4856394,7.0497,owerri,28,ng
3084,3084,527759369820450816,Bom dia!!! Hj look fitclothingline @iamlabellamafia da loja arsportfitness ! Arraso!!! Adooooro mto! @… http://t.co/coqMIsRByj,vila velha-08-br,-20.251255,-40.272036,vila velha,08,br
3085,3085,289735717461045248,Supporting The Cause. You're welcome @andrewjobes  @ Garrett Popcorn Shops http://t.co/Pk7x8Oz4,as salimiyah-00-kw,29.30361531,47.9380703,as salimiyah,00,kw
3086,3086,394466108494737408,Last Kiss by @taylorswift13 — https://t.co/HAuHcMh7Sm,jakarta-04-id,-6.42139,106.8128,jakarta,04,id
3087,3087,298354441667624960,Twitter is dead @ 3am,the woodlands-tx339-us,30.16981461,-95.16682857,the woodlands,tx339,us
3088,3088,499312065123598336,My official title: “The Programmer”,minneapolis-mn053-us,44.991632,-93.230327,minneapolis,mn053,us
3089,3089,554877000460939264,@NinaMunoz_ On point completely guy tutu😊👌👌,metairie terrace-la051-us,30.396265000000003,-90.11878,metairie terrace,la051,us
3090,3090,358292530510577664,"@fifimoeng @GivenMol sweety, lovie!",bloemfontein-03man-za,-29.196240000000003,26.22857,bloemfontein,03man,za
3091,3091,436925819617701888,I love the days when pandora plays no music I wish to skip!,wilmington-nc129-us,34.70302985,-77.47960364,wilmington,nc129,us
3092,3092,351359535014887424,Just you &lt;3,jakarta-04-id,-6.44431,106.81449,jakarta,04,id
3093,3093,353065849021677568,Jenkins has now admitted that the Premier League club may have to consider going for their 'plan B'.,city of london-enggla-gb,51.53958625,-0.05544337,city of london,enggla,gb
3094,3094,495002484843507712,Take a breath,cartagena-35-co,10.398421,-75.554354,cartagena,35,co
3095,3095,354688029622927360,Love a cold shower !,blackpool-enga9-gb,53.87636987,-3.03208982,blackpool,enga9,gb
3096,3096,520446118535380992,goodnight yal! 😘✌,peoria-il143-us,40.711247,-89.58519799999998,peoria,il143,us
3097,3097,414109338564046848,@smoshanthony but the sauce alone doesnt taste exactly the same with or without meat.,riyadh-10-sa,24.7580841,46.7612499,riyadh,10,sa
3098,3098,489427533285572608,@DjBigMikee @hitmansonline @OoRITE_C4 notes left him out coz he was moving too his daughter that's how it looked,sutton coldfield-eng00-gb,52.53054284,-1.87583947,sutton coldfield,eng00,gb
3099,3099,432640306232950784,@TheRealTinkkk I just can't do them Twistes cause my back spasms,miami-fl086-us,25.88608348,-80.1666599,miami,fl086,us
3100,3100,540902309279322112,Day spent putting up ALL my xmas lights. Now getting ready 4 works xmas dinner (indian). Looking forward to catching up with colleagues.,margate-engg5-gb,51.272662,1.07704,margate,engg5,gb
3101,3101,488422795991584768,11,rosario-21-ar,-32.9495724,-60.6445509,rosario,21,ar
3102,3102,426955338051383296,"Lulus Sob (with Diana , Bayu, and 3 others at SAMSAT) [pic] — https://t.co/91JWWR8MZB",jakarta-04-id,-6.14657,106.74665,jakarta,04,id
3103,3103,660370335620046848,"Markus Medinger Picture of the Day | Bild des Tages 31.10.2015 | https://t.co/dPFrjtdARl #mkmedi 

#365picture… https://t.co/y3ZrVNmS5a",stuttgart-01081-de,48.78764896,9.33999477,stuttgart,01081,de
3104,3104,479439553133281280,Ai gnt amo,rio de janeiro-21-br,-22.9683664,-43.3843001,rio de janeiro,21,br
3105,3105,411069323436761088,If u @ me then @ me y b a secret admirer,cleveland-oh035-us,41.45530871,-81.54798935,cleveland,oh035,us
3106,3106,429711197194448896,"Recently I've put on so much weight that I say ""besmellah"" before trying something on.",city of london-enggla-gb,51.50050386,-0.26902203,city of london,enggla,gb
3107,3107,416235238117756928,@smookiejookies haha see my grandpa so good:P im really hungryyy,singapore-00-sg,1.3978793,103.9115163,singapore,00,sg
3108,3108,392752995018244096,@satisfythecrave @vulture Gotcha. Will do.,hartford-ct003-us,41.65823239,-72.91469157,hartford,ct003,us
3109,3109,430719965055172608,It was so guet two dog.s from a care crave yard  came to use we give them some chinking and they liked It,rotterdam-11-nl,51.9048145,4.3150051,rotterdam,11,nl
3110,3110,550394606677155840,and I thought I was the favorite child😅😅😩😩😩😩😩 http://t.co/SpvTAbQEGk,vallejo-ca095-us,38.327701,-122.323926,vallejo,ca095,us
3111,3111,511556475442200576,@justweehann can we never have nice photos..,kirkcaldy-sctv1-gb,56.583764,-3.999403,kirkcaldy,sctv1,gb
3112,3112,419507889900765184,Even if the stars and moon collide ..,quezon city-ncrf2-ph,14.7324434,121.1517063,quezon city,ncrf2,ph
3113,3113,497260014202277888,@andreacurling exactly!!!! Couldn't think of anything worse at the mo tbh!!! Thank you muchly 😳,gillingham-engg5-gb,51.380428,0.540191,gillingham,engg5,gb
3114,3114,489052625489235968,Love is like the sun. Love is in the air. Love is everywhere unlimited and free.,san jose del monte-0313-ph,14.8296786,120.9629431,san jose del monte,0313,ph
3115,3115,679458101016289280,@cgreg_3 what you want bestfriend 👀,lincoln-ne109-us,41.26685571,-96.06776132,lincoln,ne109,us
3116,3116,335203080129892352,One Heart. . .,gorontalo-34-id,0.543353,123.0480897,gorontalo,34,id
3117,3117,548188708856680448,Damn This Life,istanbul-34-tr,40.925389,29.139683,istanbul,34,tr
3118,3118,574935445840134144,' paranoid about being paranoid,mati-1126-ph,6.956953,126.208249,mati,1126,ph
3119,3119,438254637926612992,Had a great little visit from @kianeganwl this morning. Awesome guy! Recorded some stuff for airing next month. http://t.co/0IypZSGZhS,newcastle upon tyne-engi7-gb,54.971201,-1.60877073,newcastle upon tyne,engi7,gb
3120,3120,342774645927317504,@BuxDan Can't wait for you to join us in Seattle for the summer!,seattle-wa033-us,47.58154297,-122.33599948,seattle,wa033,us
3121,3121,543033993244180480,"ENERGY: Nigeria needs 160,000MW of electricity-Anthony Obidulu CEO. All grain Night. Ltd: BUT SHE HAS LESS THAN 5000MW!!",lagos-05-ng,6.57253,3.362591000000001,lagos,05,ng
3122,3122,566324581523140608,Matt finally comes to Eugene! 🎉🎉,eugene-or039-us,44.044282,-123.084939,eugene,or039,us
3123,3123,420471170584965120,"@ahmadsaputra69 , @dheaelt oyy http://t.co/0KJKTAlhJ2",jakarta-04-id,-6.2436272000000015,106.7776772,jakarta,04,id
3124,3124,436545111069970432,I guess we are who we are,dayton-oh113-us,39.75002879,-84.20745968,dayton,oh113,us
3125,3125,499591694938296320,Missing my girls today. (Including those not in the photos) #bu5main14 @ camp greystone http://t.co/trGJ1FzkNm,greenville-sc045-us,34.514403,-82.639066,greenville,sc045,us
3126,3126,331419817863151616,Work tomorrow after 10 days off. Uh oh #killer #couldntthinkofanythingworse,reading-engk7-gb,51.45016277,-0.88896533,reading,engk7,gb
3127,3127,290245513842929664,Ok,middelburg-10-nl,51.4617449,3.5769575,middelburg,10,nl
3128,3128,424038484748546048,NO ME OLVIDESSSSS,moron-01-ar,-34.198322999999995,-58.9653045,moron,01,ar
3129,3129,366303697531191296,"""Maybe odd future at it's core is just a bunch if 13 year old whit girls..."" 😂😂😂",ashburn-va107-us,39.1108753,-77.5104687,ashburn,va107,us
3130,3130,437581586511708160,Sunday morning #breakfast #Cousin #Instafood #Dr #Yolo marketdr @ Market http://t.co/Wh3oUxz6pq,santo domingo-34-do,18.47545889,-69.93244181,santo domingo,34,do
3131,3131,539510735911403520,no I don't,vancouver-wa011-us,45.723109,-122.683875,vancouver,wa011,us
3132,3132,297749987931082752,Honey badger,orlando-fl095-us,28.58160748,-81.17671335,orlando,fl095,us
3133,3133,373742027131084800,Haha,nijmegen-03-nl,51.94624466,5.86828987,nijmegen,03,nl
3134,3134,572781792123600896,@HelenWilsonPS Evidence of student thinking in documentation panels &amp; staff collaboration in the structures for professional learning.,toronto-08-ca,43.708663,-79.75375799999998,toronto,08,ca
3135,3135,481871028939800576,happy birthday @casssobrien 😋,detroit-mi163-us,42.30964347,-83.26227174,detroit,mi163,us
3136,3136,488431725836795904,YARAB.,al jizah-08-eg,30.0129457,31.1996175,al jizah,08,eg
3137,3137,483320949786554368,@milena_kr ?????,joinville-26-br,-26.32552946,-48.82238005,joinville,26,br
3138,3138,292349309620482048,My neighbour today looks like hes going to take a trip to the beach with his shorts on..oh,rotherham-engl3-gb,53.58509640000001,-1.184678,rotherham,engl3,gb
3139,3139,537217198100475904,' I want a relationship that lasts.,mati-1126-ph,6.9566729999999986,126.208085,mati,1126,ph
3140,3140,390282441015173120,Maybe Ted Cruz should consider running for House speaker. He's running the show over there anyway. @chrislhayes @RachelMaddowShow,chicago-il031-us,41.9773221,-87.84498453,chicago,il031,us
3141,3141,501703971707162624,At Jco Giant Extra — https://t.co/04quJD1O8a,banjarmasin-12-id,-3.3523,114.62703,banjarmasin,12,id
3142,3142,423736910239244288,Bry;),lodz-74-pl,51.7923824,19.506822,lodz,74,pl
3143,3143,543637591086862336,"Auden's Vespers.  Sun, moon. Arcadia, Utopia. ""And it is now that our two paths cross."" @ san francisco http://t.co/jRBzxti0vw",san francisco-ca075-us,37.781471,-122.41719,san francisco,ca075,us
3144,3144,540371834869256192,At Coffe De Java — https://t.co/FXgTaA60F4,bandung-30-id,-6.917389999999998,107.58456,bandung,30,id
3145,3145,295755403541770240,@YourAddictionnn the other Melissa right lol,the woodlands-tx339-us,30.42154107,-95.47442725,the woodlands,tx339,us
3146,3146,298803228060049408,There aren't enough cheerios in this world...,fort collins-co069-us,40.56368360000001,-105.0914349,fort collins,co069,us
3147,3147,437634447228559360,“@_QuelzGee: @Ralphie221 @KingJefe_FTF already know” Catch me out there 🏈,toms river-nj029-us,40.22293745,-74.0679893,toms river,nj029,us
3148,3148,413226252804173824,Hahahah,manado-31-id,1.2101833,124.5961404,manado,31,id
3149,3149,332985501009203200,"Essential advice for #brides by @Follow_EMA 

Read before booking your #wedding #band or #disco #music

http://t.co/e81P3hG6ut",colchester-enge4-gb,51.74424936,0.67868345,colchester,enge4,gb
3150,3150,518369921126785024,With mama and papa at Palembang Icon — https://t.co/tMMn0CcHOQ,palembang-32-id,-2.9763,104.74494,palembang,32,id
3151,3151,341101030756478976,#eat@out #latepost #good #love #instafun #instahappy #instagirl #instafunny #instanesia #instapic… http://t.co/nPbZ3tP4NL,makassar-38-id,-5.13350878,119.41345155,makassar,38,id
3152,3152,488113889771413504,I hate being rude but I also hate when someone doesn't know their job. The last few days have been too much. Mental breakdown ensues now,fort worth-tx439-us,32.842752000000004,-97.2451348,fort worth,tx439,us
3153,3153,422522789342371840,Just trying to do the right thing,hammond-in089-us,41.6200203,-87.73013444,hammond,in089,us
3154,3154,540981732661420032,@abbyxoxoo Shot is my life :'c,portland-me005-us,43.09761,-70.80396400000002,portland,me005,us
3155,3155,424376159745228800,I am ready for this weekend 💪😁 yeah! (at Nu Skin Center ) — https://t.co/M4IJrDvBuJ,surabaya-08-id,-7.27107,112.74103,surabaya,08,id
3156,3156,359378373132292096,oh get rich and buy our parents home in the south of France,sete lagoas-15-br,-19.9425094,-44.04686599,sete lagoas,15,br
3157,3157,502209947133026304,@Heidi_Fielding @FieldingWinery @ToffKX947 @MelissaKX947 @KX947 ha!! Great pic!! 🙌,st. catharines-08-ca,43.158693,-79.43021999999998,st. catharines,08,ca
3158,3158,394059365566939136,I had so much fun! Thanks Chulas!! @jacqywithahj_ jahkaycont_ @xanitaa_ @chinaaaalove yourgirlelise… http://t.co/jgkkuhfaxB,las vegas-nv003-us,36.194824,-115.25258393,las vegas,nv003,us
3159,3159,291477817319895040,"@barstein Do, please. Thanks.",city of london-enggla-gb,51.48483455,-0.12661269,city of london,enggla,gb
3160,3160,327967607883960320,"To com 1,570,974 d  bounty com o  Rx-7 no gl. To con 2,777,347 to quase xgndo no razor calahan",macapa-03-br,-0.0407735,-51.16466,macapa,03,br
3161,3161,549523848304271360,@StevenFhoney #asksteven can we FaceTime when it's my Birthday ?🙏💖,berlin-1600-de,52.6009,13.322957999999998,berlin,1600,de
3162,3162,395096243736559616,With fahmi at Acer Group Indonesia — https://t.co/TD9hwViLND,jakarta-04-id,-6.19307,106.82233,jakarta,04,id
3163,3163,350532158152114176,Shaunthesheep vs larva wkwkwk,sorong-39-id,-0.88048275,131.30357919,sorong,39,id
3164,3164,411938081437417472,Just watching celeb #chase is Mickey Flanagan and Arlene Philips the same person #twins #seperatedatbirth,leicester-engh4-gb,52.57645616,-1.22026864,leicester,engh4,gb
3165,3165,388918809853059072,"Happy birthday,Mom (with Yosefine and Maria) [pic] — https://t.co/8iKxLMexWU",curug-33-id,-6.18936,106.60839,curug,33,id
3166,3166,318681485672599552,Patience #Stepbystep,creteil-a894-fr,48.76847003,2.46832231,creteil,a894,fr
3167,3167,417440412551225344,Yihaaaaaaaaa ~ (with Phutry at Harbour Front) — https://t.co/mFBBNTt5RE,singapore-00-sg,1.13264,104.05571,singapore,00,sg
3168,3168,376663083017850880,@ConnorWinks are you doing a third year or are you embarking on further education beyond Hastings?,brighton-enge2-gb,50.87907786,0.66114543,brighton,enge2,gb
